"C24010_001E","C24010_001M","C24010_002E","C24010_002M","C24010_003E","C24010_003M","C24010_004E","C24010_004M","C24010_005E","C24010_005M","C24010_006E","C24010_006M","C24010_007E","C24010_007M","C24010_008E","C24010_008M","C24010_009E","C24010_009M","C24010_010E","C24010_010M","C24010_011E","C24010_011M","C24010_012E","C24010_012M","C24010_013E","C24010_013M","C24010_014E","C24010_014M","C24010_015E","C24010_015M","C24010_016E","C24010_016M","C24010_017E","C24010_017M","C24010_018E","C24010_018M","C24010_019E","C24010_019M","C24010_020E","C24010_020M","C24010_021E","C24010_021M","C24010_022E","C24010_022M","C24010_023E","C24010_023M","C24010_024E","C24010_024M","C24010_025E","C24010_025M","C24010_026E","C24010_026M","C24010_027E","C24010_027M","C24010_028E","C24010_028M","C24010_029E","C24010_029M","C24010_030E","C24010_030M","C24010_031E","C24010_031M","C24010_032E","C24010_032M","C24010_033E","C24010_033M","C24010_034E","C24010_034M","C24010_035E","C24010_035M","C24010_036E","C24010_036M","C24010_037E","C24010_037M","C24010_038E","C24010_038M","C24010_039E","C24010_039M","C24010_040E","C24010_040M","C24010_041E","C24010_041M","C24010_042E","C24010_042M","C24010_043E","C24010_043M","C24010_044E","C24010_044M","C24010_045E","C24010_045M","C24010_046E","C24010_046M","C24010_047E","C24010_047M","C24010_048E","C24010_048M","C24010_049E","C24010_049M","C24010_050E","C24010_050M","C24010_051E","C24010_051M","C24010_052E","C24010_052M","C24010_053E","C24010_053M","C24010_054E","C24010_054M","C24010_055E","C24010_055M","C24010_056E","C24010_056M","C24010_057E","C24010_057M","C24010_058E","C24010_058M","C24010_059E","C24010_059M","C24010_060E","C24010_060M","C24010_061E","C24010_061M","C24010_062E","C24010_062M","C24010_063E","C24010_063M","C24010_064E","C24010_064M","C24010_065E","C24010_065M","C24010_066E","C24010_066M","C24010_067E","C24010_067M","C24010_068E","C24010_068M","C24010_069E","C24010_069M","C24010_070E","C24010_070M","C24010_071E","C24010_071M","C24010_072E","C24010_072M","C24010_073E","C24010_073M","GEO_ID","NAME"
"789","288","407","154","112","111","45","43","29","33","16","30","0","12","0","12","0","12","0","12","67","102","67","102","0","12","0","12","0","12","0","12","0","12","0","12","49","47","0","12","31","38","13","21","18","30","0","12","0","12","18","30","64","49","27","29","37","43","151","98","0","12","121","102","30","34","31","28","17","26","0","12","14","23","382","148","62","46","21","34","21","34","0","12","0","12","0","12","0","12","0","12","14","23","0","12","0","12","14","23","0","12","27","30","12","19","15","23","210","142","54","71","17","29","0","12","17","29","18","33","85","107","36","36","97","59","71","51","26","31","0","12","0","12","0","12","0","12","13","20","0","12","0","12","13","20","1500000US530530731081","Block Group 1, Census Tract 731.08, Pierce County, Washington"
"1794","377","829","195","258","133","138","119","80","87","58","91","40","36","40","36","0","12","0","12","80","89","52","79","0","12","19","30","9","17","0","12","0","12","0","12","44","44","0","12","10","15","10","15","0","12","34","41","0","12","0","12","215","106","112","69","103","84","101","56","0","12","42","40","59","57","211","111","100","66","89","93","22","31","965","224","317","130","101","68","85","62","16","25","60","52","60","52","0","12","0","12","65","67","18","29","0","12","47","57","0","12","91","80","52","61","39","49","145","100","0","12","0","12","0","12","0","12","61","55","71","58","13","22","438","135","163","85","275","133","0","12","0","12","0","12","0","12","65","52","39","42","26","29","0","12","1500000US530530731082","Block Group 2, Census Tract 731.08, Pierce County, Washington"
"1125","303","609","175","106","82","85","79","12","20","73","78","0","12","0","12","0","12","0","12","21","24","0","12","0","12","11","17","10","17","0","12","0","12","0","12","47","53","0","12","47","53","23","29","24","44","0","12","0","12","0","12","266","143","197","137","69","51","45","46","0","12","28","35","17","32","145","106","57","46","18","27","70","90","516","167","114","95","0","12","0","12","0","12","0","12","0","12","0","12","0","12","51","54","19","35","0","12","32","35","0","12","63","78","17","30","46","70","100","68","32","39","0","12","0","12","0","12","26","39","10","18","32","49","286","125","80","82","206","110","0","12","0","12","0","12","0","12","16","25","0","12","16","25","0","12","1500000US530530731083","Block Group 3, Census Tract 731.08, Pierce County, Washington"
"767","161","380","96","131","53","46","36","46","36","0","12","30","26","19","21","11","17","0","12","44","29","6","11","0","12","24","18","14","21","11","17","11","17","0","12","22","25","0","12","11","17","0","12","11","17","11","19","0","12","0","12","68","43","47","36","21","22","66","43","0","12","42","40","24","21","93","51","73","47","11","17","9","13","387","86","127","48","80","42","44","34","36","28","0","12","0","12","0","12","0","12","26","26","11","17","0","12","15","20","0","12","21","23","10","16","11","17","104","48","31","29","0","12","0","12","0","12","0","12","0","12","73","49","137","67","21","22","116","65","0","12","0","12","0","12","0","12","19","22","12","19","7","11","0","12","1500000US530530731101","Block Group 1, Census Tract 731.10, Pierce County, Washington"
"1027","204","559","105","222","82","120","66","120","66","0","12","38","34","26","27","12","20","0","12","34","32","18","20","0","12","16","24","0","12","30","31","12","18","18","27","31","47","15","23","0","12","0","12","0","12","16","24","0","12","0","12","44","36","44","36","0","12","160","93","0","12","61","50","99","86","102","59","42","35","60","44","0","12","468","124","186","79","20","21","0","12","20","21","0","12","0","12","0","12","0","12","120","66","10","16","0","12","101","59","9","15","46","39","46","39","0","12","123","76","12","19","0","12","0","12","0","12","98","75","0","12","13","21","115","54","43","35","72","38","34","49","0","12","34","49","0","12","10","15","10","15","0","12","0","12","1500000US530530731102","Block Group 2, Census Tract 731.10, Pierce County, Washington"
"930","188","566","129","129","72","96","68","76","61","20","31","11","17","0","12","11","17","0","12","22","18","8","13","0","12","14","13","0","12","0","12","0","12","0","12","126","106","8","13","18","14","9","13","9","14","35","57","44","45","21","35","115","66","59","36","56","56","107","60","0","12","76","53","31","30","89","64","50","54","9","14","30","32","364","87","161","63","38","27","24","24","14","15","53","50","43","47","10","17","0","12","59","33","0","12","18","19","41","29","0","12","11","18","11","18","0","12","77","63","19","23","9","14","0","12","9","14","0","12","49","52","0","12","118","63","57","39","61","51","0","12","0","12","0","12","0","12","8","13","0","12","8","13","0","12","1500000US530530731111","Block Group 1, Census Tract 731.11, Pierce County, Washington"
"615","166","292","80","79","57","43","49","43","49","0","12","0","12","0","12","0","12","0","12","16","25","16","25","0","12","0","12","0","12","20","30","0","12","20","30","64","51","12","18","26","29","26","29","0","12","26","40","0","12","0","12","39","28","31","24","8","13","35","41","0","12","27","38","8","13","75","56","66","55","9","13","0","12","323","96","158","69","96","51","78","50","18","20","0","12","0","12","0","12","0","12","23","25","0","12","12","18","11","19","0","12","39","37","39","37","0","12","66","57","0","12","0","12","0","12","0","12","25","39","14","21","27","38","81","55","23","27","58","38","0","12","0","12","0","12","0","12","18","22","11","19","7","11","0","12","1500000US530530731112","Block Group 2, Census Tract 731.11, Pierce County, Washington"
"475","138","241","94","52","38","7","12","7","12","0","12","20","23","0","12","20","23","0","12","17","20","0","12","0","12","10","15","7","12","8","13","0","12","8","13","16","21","0","12","5","8","0","12","5","8","0","12","11","19","0","12","29","25","22","22","7","12","65","47","0","12","21","33","44","32","79","60","59","65","0","12","20","22","234","73","87","46","26","25","17","19","9","15","0","12","0","12","0","12","0","12","52","35","23","27","5","8","24","21","0","12","9","15","9","15","0","12","31","37","9","14","0","12","0","12","0","12","0","12","0","12","22","33","94","44","25","23","69","45","0","12","0","12","0","12","0","12","22","24","10","17","0","12","12","19","1500000US530530731113","Block Group 3, Census Tract 731.11, Pierce County, Washington"
"762","221","493","163","104","69","27","33","14","23","13","22","63","58","63","58","0","12","0","12","14","19","14","19","0","12","0","12","0","12","0","12","0","12","0","12","77","77","0","12","0","12","0","12","0","12","34","55","43","56","0","12","34","34","11","17","23","29","167","106","0","12","68","72","99","89","111","101","11","18","77","68","23","36","269","108","82","54","72","53","35","36","37","37","0","12","0","12","0","12","0","12","10","16","0","12","0","12","10","16","0","12","0","12","0","12","0","12","95","59","17","27","0","12","0","12","0","12","25","42","29","34","24","32","42","53","14","22","28","32","0","12","0","12","0","12","0","12","50","46","32","36","18","28","0","12","1500000US530530731131","Block Group 1, Census Tract 731.13, Pierce County, Washington"
"1140","375","645","218","319","191","277","185","113","66","164","190","24","28","24","28","0","12","0","12","18","26","0","12","18","26","0","12","0","12","0","12","0","12","0","12","47","48","0","12","17","21","7","16","10","16","0","12","0","12","30","43","91","67","53","49","38","47","42","40","0","12","27","31","15","24","146","103","41","46","84","94","21","33","495","173","210","105","81","84","29","42","52","79","26","39","26","39","0","12","0","12","36","41","0","12","0","12","36","41","0","12","67","50","67","50","0","12","146","85","0","12","0","12","0","12","0","12","72","60","0","12","74","82","106","60","20","28","86","56","0","12","0","12","0","12","0","12","33","40","0","12","24","37","9","16","1500000US530530731132","Block Group 2, Census Tract 731.13, Pierce County, Washington"
"1167","230","633","139","244","98","62","56","38","49","24","30","100","65","10","24","90","69","0","12","63","43","63","43","0","12","0","12","0","12","19","32","19","32","0","12","66","60","0","12","20","31","20","31","0","12","31","47","15","25","0","12","74","57","58","50","16","26","175","87","0","12","49","48","126","73","74","62","0","12","45","44","29","42","534","123","169","97","56","55","56","55","0","12","0","12","0","12","0","12","0","12","57","54","0","12","0","12","57","54","0","12","56","62","56","62","0","12","150","78","39","49","19","32","19","32","0","12","44","45","0","12","48","53","197","108","88","62","109","85","0","12","0","12","0","12","0","12","18","29","0","12","0","12","18","29","1500000US530530731133","Block Group 3, Census Tract 731.13, Pierce County, Washington"
"1074","248","555","167","156","92","106","84","55","60","51","59","17","17","17","17","0","12","0","12","7","12","0","12","0","12","7","12","0","12","26","42","0","12","26","42","76","66","7","12","33","37","21","32","12","19","36","56","0","12","0","12","100","73","14","15","86","69","106","69","0","12","54","47","52","46","117","78","64","53","21","32","32","31","519","145","184","83","111","63","78","66","33","32","0","12","0","12","0","12","0","12","52","45","0","12","8","12","44","44","0","12","21","34","0","12","21","34","102","73","42","51","0","12","0","12","0","12","60","56","0","12","0","12","213","93","81","70","132","67","0","12","0","12","0","12","0","12","20","23","8","13","0","12","12","19","1500000US530530731141","Block Group 1, Census Tract 731.14, Pierce County, Washington"
"659","164","347","99","31","31","4","8","4","8","0","12","0","12","0","12","0","12","0","12","27","29","0","12","0","12","0","12","27","29","0","12","0","12","0","12","24","21","0","12","0","12","0","12","0","12","0","12","17","19","7","10","138","85","122","83","16","22","109","78","0","12","57","56","52","52","45","37","29","29","8","13","8","16","312","98","53","44","21","34","0","12","21","34","0","12","0","12","0","12","0","12","5","11","5","11","0","12","0","12","0","12","27","31","27","31","0","12","138","86","66","76","10","17","10","17","0","12","30","46","7","10","25","27","77","65","20","24","57","59","33","48","0","12","0","12","33","48","11","19","11","19","0","12","0","12","1500000US530530731142","Block Group 2, Census Tract 731.14, Pierce County, Washington"
"527","187","334","131","122","74","55","51","55","51","0","12","26","37","1","6","25","37","0","12","24","29","9","15","0","12","15","25","0","12","17","25","0","12","17","25","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","41","36","18","27","23","25","18","18","0","12","0","12","18","18","153","121","47","48","66","71","40","47","193","76","40","40","17","25","17","25","0","12","14","22","14","22","0","12","0","12","9","13","0","12","0","12","0","12","9","13","0","12","0","12","0","12","82","55","26","41","0","12","0","12","0","12","23","25","0","12","33","32","57","36","24","22","33","29","14","24","0","12","14","24","0","12","0","12","0","12","0","12","0","12","1500000US530530731143","Block Group 3, Census Tract 731.14, Pierce County, Washington"
"954","190","520","112","147","56","116","54","86","47","30","26","11","17","11","17","0","12","0","12","20","22","0","12","0","12","20","22","0","12","0","12","0","12","0","12","28","27","0","12","0","12","0","12","0","12","12","19","16","18","0","12","147","81","95","67","52","47","90","58","0","12","43","35","47","46","108","64","59","51","38","31","11","13","434","99","159","63","41","27","41","27","0","12","0","12","0","12","0","12","0","12","40","31","5","9","0","12","35","30","0","12","78","56","66","52","12","18","88","49","0","12","21","23","21","23","0","12","31","29","0","12","36","33","163","77","43","32","120","68","0","12","0","12","0","12","0","12","24","30","24","30","0","12","0","12","1500000US530530731151","Block Group 1, Census Tract 731.15, Pierce County, Washington"
"734","163","434","108","53","34","32","28","32","28","0","12","21","19","0","12","21","19","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","27","24","0","12","17","19","6","10","11","16","0","12","10","16","0","12","70","42","53","38","17","25","155","75","0","12","143","76","12","15","129","70","54","38","58","37","17","26","300","80","95","52","44","38","29","28","15","25","0","12","0","12","0","12","0","12","51","37","9","14","14","20","28","27","0","12","0","12","0","12","0","12","37","32","0","12","0","12","0","12","0","12","11","16","11","13","15","22","127","59","17","15","110","56","12","18","12","18","0","12","0","12","29","33","13","21","16","25","0","12","1500000US530530731152","Block Group 2, Census Tract 731.15, Pierce County, Washington"
"246","91","106","60","23","26","23","26","11","18","12","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","5","9","0","12","5","9","5","9","0","12","0","12","0","12","0","12","15","22","15","22","0","12","53","42","0","12","17","18","36","36","10","15","0","12","10","15","0","12","140","65","49","48","9","14","0","12","9","14","0","12","0","12","0","12","0","12","40","46","0","12","0","12","40","46","0","12","0","12","0","12","0","12","31","31","0","12","0","12","0","12","0","12","16","24","0","12","15","20","39","53","0","12","39","53","9","15","0","12","9","15","0","12","12","18","0","12","12","18","0","12","1500000US530530731153","Block Group 3, Census Tract 731.15, Pierce County, Washington"
"981","207","620","157","145","71","72","52","17","19","55","47","15","16","7","10","8","13","0","12","40","39","32","40","0","12","8","12","0","12","18","23","7","13","11","19","107","51","0","12","38","21","18","20","20","16","7","11","46","43","16","23","84","40","46","28","38","27","91","47","11","18","63","41","17","19","193","113","78","48","75","62","40","39","361","93","133","62","57","43","47","40","10","16","0","12","0","12","0","12","0","12","35","28","0","12","9","14","18","22","8","12","41","32","32","29","9","13","96","52","16","18","0","12","0","12","0","12","30","31","19","19","31","27","105","43","20","21","85","40","0","12","0","12","0","12","0","12","27","23","16","18","11","16","0","12","1500000US530530731161","Block Group 1, Census Tract 731.16, Pierce County, Washington"
"697","170","398","115","67","41","48","37","26","19","22","33","0","12","0","12","0","12","0","12","19","22","0","12","0","12","8","12","11","18","0","12","0","12","0","12","17","18","0","12","0","12","0","12","0","12","0","12","9","13","8","12","31","27","23","25","8","15","184","107","0","12","119","72","65","78","99","49","41","38","32","26","26","23","299","86","41","31","17","21","9","15","8","14","0","12","0","12","0","12","0","12","8","12","0","12","0","12","8","12","0","12","16","18","16","18","0","12","52","42","15","23","0","12","0","12","0","12","0","12","20","32","17","19","171","81","54","47","117","67","35","50","0","12","0","12","35","50","0","12","0","12","0","12","0","12","1500000US530530731162","Block Group 2, Census Tract 731.16, Pierce County, Washington"
